Dialogue_ID,Utterance_ID,Utterance,Speaker,Emotion
42,2,I knew nothing of the sort.  You took presents from him.,John,neutral
4,50,Who's in charge?  Who is the president of Jet Blue?,Mary,anger
87,91,No I'm beginning to think you might be right.,Jennifer,happiness
54,4,Fine.,Patricia,neutral
78,2,I've been here for four hours and I don't know where one piece of my luggage is,Robert,frustration
36,49,"I don't know why, but, every time I reach out for something that I want, I have to pull back 'cause someone else will suffer.  My whole bloody life.  Time after time after time.",John,frustration
37,24,"Because if he's not coming back, I'll kill myself.  I mean, laugh--laugh at me, but...",Patricia,anger
19,35,The plans you make [GARBAGE].,Mary,neutral
46,40,Right. Thanks for talking to me.,John,sadness
66,9,"No, I uh-, I figured the best thing to do was to leave him alone.",Robert,neutral
92,11,"I'm invited, right.",Michael,excited
49,30,No but that's an awesome school. That's so cool.,Patricia,happiness
18,48,Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?,James,anger
96,154,"Oh, oh, I'm sorry, my bad.  I'll have to, like, sign up for summer lessons from you before I go.  You can teach me how to be cool before I go to college.",Linda,excited
12,12,No.  Wrong number. [LAUGHTER],James,happiness
23,15,From her point of view why else would I come?,Mary,neutral
80,9,I got into the...,Robert,excited
89,86,You're not going nowhere. No you're not.,Robert,anger
13,61,There are no people upstairs; it's a photographer's studio.,Mary,neutral
91,14,Do you think I want to leave you?,Linda,sadness
68,62,Just about all.,Robert,sadness
48,31,"just makes it that much harder to deal 'cause as much as you want to, you know, make her better, see her not in any pain, it's like, just I don't know, just has a mind of its own.",John,sadness
17,45,I'm just saying that maybe you should take in some information before you produce more of your own.,Mary,neutral
93,17,"look at me, like, you know. I mean, Hey, I- it took me, you know, like six years to get where I am now. I mean-",Michael,neutral
47,42,and we will continue to look for it and because your paper-,Patricia,neutral
84,1,Why does that bother you?,Robert,frustration
89,17,"Yeah, so am I.  Bored stiff.",Robert,anger
70,43,I don't want to remember something.,Jennifer,sadness
59,57,It doesn't look very good.,Robert,sadness
50,51,And you know just I mean be careful in the future if um,John,neutral
51,87,"Yea, I can see that.",Patricia,sadness
14,15,"No, I need your ID to give you a second ID.",Mary,anger
89,27,You needn't be so grand just because you don't happen to want any yourself at the moment.,Robert,anger
70,72,it's not something else. Do you know what I'm trying to say?,Jennifer,sadness
93,29,"I don't know. Well like, I don't know. I mean-",Michael,neutral
64,2,I'm all right.,Robert,neutral
20,18,But I don't know I want to live in the housing that they give me though 'cause I think I want to you know like get like a nicer place.,James,excited
82,8,Well my phone isn't working and it hasn't been working for the last five days.,Jennifer,frustration
23,30,Everyday since.,Mary,excited
56,5,What are we going to do?,Patricia,excited
73,33,Well not from this department you won't.,Jennifer,frustration
33,23,"And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean--",John,neutral
3,53,You're saving the environment. mmhmm,Mary,frustration
7,27,"All right, all right, all right.  You know why I asked Annie here, right?",James,frustration
25,1,...to this spot for this massive celebration of like sex and death...,James,excited
80,36,Thank you,Robert,excited
40,36,"And I remember thinking, this is it.  You know, at last--at last I am as happy as I am supposed to be.",Patricia,sadness
74,40,The last guy who said no was fired.,Robert,frustration
66,39,I want to ask her to marry me.,Robert,neutral
43,14,"What? I- You telling me I waited in that huge line to go and sit down and get my number called, like after",John,anger
63,4,"Mmm hmm. I never knew it was going to be this hard, you know.",Jennifer,sadness
94,37,I want to talk to your supervisor.,Linda,anger
49,16,That's so cool.,Patricia,excited
72,55,You are quite insufferable. I suppose it's because you're drunk.,Jennifer,anger
92,41,"It's a light brown, tanish.",Michael,neutral
36,77,"Yes.  I like it an hour a day.  If I'm gonna grub for my money all day long, at least in the evening I want it beautiful.",John,anger
9,55,Well I lost them.,James,sadness
5,21,I don't know.,Mary,sadness
66,106,"No, you don't. I'm a pretty tough guy.",Robert,neutral
75,47,"Wait, wait, wait I want you to marry me?  No, shouldn't you like be more like a question like, would you marry me?  Not like I want you to marry me.  It's like a demand.",Jennifer,excited
22,32,"What the hell do you want from me, Kate?",James,anger
87,83,I mean look at the view of the moon we got from here.,Robert,happiness
11,69,Do you understand what I am saying?,Mary,frustration
34,20,"You can walk somewhere and be anywhere in the country and be like, oh, yeah, I am at U.S.C.",Patricia,excited
4,46,It's a gift.,James,neutral
5,22,How long were you there for?,James,neutral
79,2,alright.,Robert,sadness
54,9,"You know the flashlight, the silver one, there is only one, isn't there?",John,frustration
78,13,Yes.,Jennifer,neutral
36,47,"From your father's point of view, he isn't dead.  And you've no right to take his girl.",Patricia,frustration
75,79,I'm still working at my parents' restaurant. Busing tables.,Robert,neutral
28,8,"I mean it just says that you need some form of identification, but it doesn't say what kind of identification.",Patricia,frustration
66,98,"All right, but you can't do that. You can't talk like that.",Jennifer,frustration
98,84,"because what the hell did we work for?  This whole shooting match is just for you, Chris.",Linda,anger
55,66,"Well, but this isn't anything like I thought anything would be like.",Patricia,sadness
77,59,Now what are you going to do about it?,Robert,excited
86,43,"Okay.  But it's fish that do something that no other fish do.  Like the swallows in Capistrano or the Lemmings that throw themselves off the cliffs, there's magic here and some mystery and a little bit of unexplainable.",Robert,excited
19,17,Just like it.,James,sadness
85,12,What?,Robert,neutral
49,24,I'm looking forward to it.,John,excited
18,46,people wouldn't Fly our airline.,Mary,neutral
87,22,"Augie, god dammit, don't ask me that.  You always ask me that.  I hate it when you ask me that.  It's insulting.",Jennifer,anger
92,4,Look.,Linda,excited
97,40,"Sir, I don't think my name is really relevant-",Linda,frustration
35,41,And a there will also be a shuttle waiting for you to take you to the appropriate hotel.,Patricia,neutral
51,22,"Why -- why shouldn't he dream of him? Walk around, waiting for him at night I mean do we contradict him, do we say straight out that we don't have any hope anymore that we haven't had hope for years now?",John,frustration
0,10,This form is a Z.X.four.,James,frustration
56,37,"No, no it isn't, death is very laughable, such a cunning little mystery, all done with mirrors.",John,excited
33,19,...the way he wanted to live and he was gonna go to Africa and he was gonna--,Patricia,sadness
76,62,Go out and take over the world by yourself and I'm like what?,Robert,frustration
96,143,Yeah.,Michael,neutral
38,33,I will never forgive you.  Why did you wait all these years?  All I did was sit and wonder if I was crazy for thinking of you.,Patricia,happiness
89,90,"Listen, you're a cruel fiend and I hate, loathe you.  Thank God finally, finally thank God I've realized just how horrible you are--and marry you?  Marry you?  Never. I will never marry you.  I will die die in torment-",Jennifer,anger
13,73,Oh.  That's very amusing indeed.,James,anger
40,6,"Well, I'm not the only one.  Look at all these people.",John,neutral
48,23,And she was,Patricia,sadness
81,53,"We can't call out.  We can't make out-- line.  I don't work, I work at another office.",Jennifer,frustration
83,61,"And then we'll thrash it out with dad right?  Mom, don't avoid me.",Robert,neutral
96,74,"Movies- movie, we'll go to a movie and a dinner and- and",Michael,excited
17,51,That's it.,James,neutral
7,86,"I don't understand you, do I?",Mary,frustration
91,2,This is really-this is unfair.,Michael,sadness
59,39,"Babe, I love you.",Jennifer,sadness
20,24,"Oh, you don't like that. You're west-sider?",Mary,excited
47,53,I mean you're not helping me here. What do I have to do here? Do I need to sue the airline company is that what I should do,John,anger
70,53,Do you want to get married again? What? What? Do you want to get a divorce?,Robert,frustration
19,41,Yeah.,James,sadness
85,66,And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.,Robert,sadness
46,34,"You know and the fact you still here and still cooking, like it's good that you're thinking about it, that you're reconsidering.",Patricia,neutral
66,61,You didn't ask her yet?,Jennifer,frustration
21,81,Then help me stay.,James,sadness
65,8,"Fine, sorry.  Okay, my phone's been on the fritz for like three days.  I can't get any incoming calls. What- What is going on?",Robert,frustration
16,36,Just cash hardcore.,James,neutral
86,22,I wonder if they can hear us talk?  Or feel the vibrations in the sand when we move around?,Robert,excited
67,9,"Well, so what?",Robert,neutral
49,41,Maybe we'll do it again this year.,John,excited
18,31,"I have some unfortunate news, uh, that your bag isn't going to be--",Mary,neutral
2,0,So what's up?  What's new?,James,neutral
53,29,"Ann, why didn't you let me know?",John,excited
36,24,You can't say that to him.,Patricia,frustration
54,56,"This is, this is great, isn't it? I wouldn't miss this for anything. Now listen to this, I know you're not interested but just listen.",John,excited
79,47,I can't do that.,Robert,sadness
77,3,Yeah.  You do that.  I'm coming from Baltimore.  You know where that is?,Robert,anger
29,7,"Well, come on.  You've gotta think of something.  A year--a year away, it's gonna tear us apart.  I don't even--I don't even wanna think about it.  I mean, I don't even know if I'll be able to get in touch with you or--",John,frustration
27,71,Very well if you insist on being boorish and idiotic.,Mary,anger
11,40,"It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne.  I said no, time's a wasting or something like that.",James,neutral
45,39,Are your parents excited or...?,Patricia,excited
83,1,He saw it.,Robert,sadness
81,32,"No I don't want to call back, you put me on hold for like hours and hours----and it's money, money, money, money and out of my pocket, out of my pocket--",Jennifer,frustration
17,27,What?,James,anger
96,19,I know but you should get like a taser or something.  I mean walking around the campus at night-,Michael,neutral
70,27,It's just fish. Nothing to get traumatized over.,Robert,frustration
20,40,Who do you play? Like do--are you like... nationally ranked?,Mary,excited
47,36,This is unbelievable. I've got,John,frustration
59,18,yeah,Jennifer,sadness
90,11,I have a life.  I have things to do.  I have places to go.  Can you not just put this through please?,Linda,frustration
96,81,"Oh, so well then you know that it's awesome.",Michael,excited
7,78,You mean to tell me that you would leave the business over this?,Mary,frustration
76,11,I applied as restaurant manager at P.F. Chang.  I applied at----Macy's store manager. Tried to get investment banking job with Deloitte and Touche.  I'm trying everywhere.,Robert,frustration
30,0,"Oh my God.  Guess what, guess what, guess what, guess what, guess what, guess what?",Patricia,excited
35,25,Okay.,Patricia,neutral
51,38,So it's all right then I'll go ahead with it?,John,frustration
40,61,"'cause you know what you get, Carla?  You know what you get?  This.",John,frustration
52,32,Don't stop believing.,Patricia,frustration
1,5,"I guess, you know, everybody has to make sacrifices.",Mary,neutral
13,14,What about me?,James,anger
7,46,To hell with that.,James,frustration
3,34,Why?  It's a piece of paper.,Mary,frustration
96,122,"Okay.  No, that's dorky.",Linda,excited
23,53,[BREATHING]. Geez.,Mary,sadness
74,24,No.,Robert,sadness
57,10,You let him kiss you; you said you did.,John,anger
8,31,I can't help it.,Mary,frustration
32,28,But fifty dollars isn't going to get me anything.,Patricia,frustration
70,80,"God, don't you know that? I mean, you're the one that probably wants to be with somebody else. Somebody that didn't take herself so seriously, could enjoy herself more.",Jennifer,frustration
25,58,You want to get married again?,James,neutral
50,31,and it'll get taken off um- no problem you know,John,neutral
81,8,Okay.  And your name is?,Robert,neutral
96,24,And a taser.  Excellent.  Just make sure it's a big knife.,Linda,excited
61,13,"I know, I just don't know if I can handle it. I mean, you're helping me so much financially it's like I can't survive on my own without you. I don't like that.",Jennifer,frustration
89,51,They snap.,Robert,frustration
15,0,"Hey, Joy come in here.",James,neutral
59,27,God.,Robert,frustration
26,39,"How long will it last, this ludicrous, overbearing love of ours?",Mary,happiness
75,25,She actually asked if it was real?  I would've probably asked the same thing considering you were in Chuck E. Cheese.,Jennifer,happiness
10,58,"We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things.",James,neutral
41,2,I wonder.,John,neutral
5,36,She used to have these poetry parties on Memorial Day.,Mary,sadness
9,36,Give me a kiss.,James,happiness
31,32,"Well, you've gotta live.",John,neutral
34,42,"Well, you know, I've thought about it but they have so many things that I might--Like try some things out first...",Patricia,excited
42,76,Stop it.  Go away.  I hate you.,Patricia,anger
4,26,"No, no.",James,neutral
63,47,"Joe, do you think he knew I loved him?",Jennifer,sadness
36,84,"I know.  I know, Mom.  Just help me stay here.",John,frustration
16,7,Is she on the run?,Mary,excited
99,29,"She goes to sleep in his room and his memorial breaks in pieces.  Look, look at it.  Joe-",Linda,anger
66,62,I wanted to get this settled first.,Robert,neutral
72,36,"It's a woman's job to allure the man. Watch me, won't you, a minute?",Jennifer,neutral
44,0,I don't want you to go.,Patricia,sadness
92,59,Blue?,Michael,neutral
98,41,Then it isn't just my business.,Michael,anger
62,12,Okay. What can we do is we can get your name and information and if it shows up we can send it to you so-- Wherever you stay,Robert,frustration
95,19,You know I think- I think we should celebrate because I think that's what he would have wanted.,Michael,sadness
57,78,"Listen indeed. I'm sick and tired of listening to you, damn sadistic bully.",Patricia,anger
74,48,You said two years.,Jennifer,sadness
25,7,I think it's ridiculous.,Mary,frustration
6,29,"I would be like- Oh. Right, right, right.",Mary,excited
24,56,All right.,James,frustration
3,50,"I am riding the bus, but by choice.",James,neutral
7,20,You can't say that to him.,Mary,frustration
33,24,He did a lot.  But--,Patricia,sadness
51,19,You know that Larry is not coming back and I know it. Why do we allow him to go on thinking that we believe with him?,John,frustration
73,29,-- No.  I'm not waiting...I'm not coming back again.  I don't have time to come back five days.,Robert,anger
30,55,She'll be like--flowers and the--,Patricia,happiness
89,36,That's the woman's job to lure the man.  Watch me a moment won't you?,Jennifer,neutral
82,17,"Well, um- okay.  Your sim card is in- didn't fall out-",Robert,neutral
93,33,"Okay. Okay, Fine.",Linda,anger
91,37,It's just really unfair.  This is- this is bullshit.,Michael,frustration
51,80,Then help me stay here.,John,frustration
50,52,Yeah.,Patricia,happiness
96,40,"Hey, that's cool.",Michael,neutral
48,18,"Yes. Well, at least you have a lot of good memories.",Patricia,sadness
81,56,"I work out of my home as a realtor and because I don't have a land line, I need a phone and because of now I don't have one I don't know what to do.  And you're not helping me at all.",Jennifer,frustration
83,59,Then I guess that's the end of it.,Robert,neutral
77,56,Sir. Sir. Sir. Sir,Robert,anger
55,62,"This? What, what is this? This isn't even anything.",Patricia,frustration
4,57,What's your name?,Mary,anger
92,100,[LAUGHTER] That's more than I needed to know.,Linda,excited
87,84,Yeah.  I noticed that.  It's real pretty on the water.,Jennifer,happiness
21,47,I don't know why it is you know every time I reach out for something I have to pull back 'cause I'm afraid it's going to hurt somebody.  All my life...,James,frustration
66,102,I'm going to.,Jennifer,neutral
75,39,"Chucky...I don't know.  I don't know. Anyways, I pull her up and I go, I go Sarah",Robert,happiness
10,16,You keep saying my flashlight like it's just yours.,Mary,anger
5,27,Oh really?,James,neutral
79,31,then I got busy with work and stuff and three years go by,Robert,sadness
98,24,You can't say that to him.,Linda,anger
87,18,Okay.  Twice is as many times as we've tried and that's ever.,Jennifer,anger
94,28,sign away your luggage to the,Michael,frustration
19,14,It's just really...really messed up.,James,sadness
63,3,We're all going to miss him.,Robert,neutral
43,9,Well,Patricia,neutral
92,3,"Uh, you got a new car, a new house. Uh, a dog.",Michael,neutral
97,24,"Okay.  You understand that's all I want. Just don't give me a problem with this.  Okay, please because I'm very sensitive right now",Michael,anger
98,20,You know that Larry's not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,Michael,anger
87,26,I thought you wanted to see it.,Robert,frustration
18,56,Well you need to find it. Can I just go back there and look through the bags?  Can I just go back there and just go through maybe I'll find it.,James,anger
49,22,So you're going to be right here in Los Angeles; that is so cool.,Patricia,excited
85,11,"you saw the way that she acted and then well, I mean, you, you were acting kind of...",Jennifer,sadness
19,30,"Totally, yeah.",Mary,neutral
66,1,He saw it.,Robert,neutral
55,61,"'cause you know what you get Carla, you know what you get? This.",John,frustration
34,14,"...hang out and, like, have our different lives--And meet each other's friends and stuff.  So, I'm just so glad 'cause they have such a good school",Patricia,excited
37,31,"You, above all, have to believe.",Patricia,frustration
98,82,Then you help me stay here.,Michael,frustration
28,15,"I know, it gets long, but I can't do anything without your--do you have Social Security card, maybe?",John,frustration
53,64,"I mean, and your money, there's- there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that.",Patricia,sadness
26,66,"Oh, Charles.  That was his name Charles. He did wriggle so beautifully.",Mary,excited
21,77,"Well, you don't want to think like that.",Mary,anger
54,14,But you kept saying my flashlight as if somehow it's just yours. I mean how is it supposed to make me feel?,Patricia,frustration
41,53,How long did that row last?,John,neutral
79,5,So sad.,Jennifer,sadness
36,40,I'll go ahead with it?,John,frustration
78,10,Now what are you going to do for me different? Hmm?,Robert,frustration
47,51,Well because lots of people get their baggage lost and we don't want to have false claims or anything like that so we have,Patricia,neutral
84,8,Who said he even thought about that?,Robert,neutral
64,39,Who-whooooo. Miss Acti- Acting Pants.,Robert,excited
20,22,"That's a really good idea. Or I could go to like Santa Monica. Go beach. Venice beach, yeah a little dirty though. I don't want to go to Venice beach. But - Malibu. All right.",James,excited
25,99,Shh...,James,happiness
70,36,And you whispered so intimately in my ear so I could feel your words.,Jennifer,happiness
59,50,I can't be that strong. A whole year.,Robert,sadness
91,5,I don't know what to say.  I don't want to go but I don't have a lot of choice.,Linda,sadness
68,67,"And I, and I thought something watching them go down.",Robert,sadness
7,81,Then help me stay here.,James,neutral
48,24,"Gosh, I just hate I just hate to see her go.",John,sadness
69,21,I wonder if they can hear us talk. Or hear the vibrations in the sand when we move.,Robert,excited
96,158,"that happened, you know, that was going on.",Michael,neutral
40,1,About what?,Patricia,neutral
6,16,Yeah.  Big time.,James,excited
25,38,"you were fine during the phone call from Marge, dinner was okay, doing the dishes was fine.",James,neutral
13,69,"You are far too temperamental, try to control yourself.",Mary,anger
96,145,What have you heard about the Greek system?,Linda,excited
0,14,How am I supposed to get an ID without an ID?  How does a person get an ID in the first place?,Mary,frustration
51,25,"Can you prove it, how can you prove it?",Patricia,frustration
39,56,"Oh man, this is great, isn't it?  I wouldn't miss this for anything.  Here, think about this, all right, I know you're not interested, but think about this.",John,excited
27,72,Turn it off. It's driving me mad.,James,anger
29,0,It's almost time for me to go.,Patricia,sadness
77,4,"Sir, yes it's in Maryland.  It's okay...well, I'm...just let me check here.",Jennifer,neutral
36,23,Why shouldn't he dream of him and walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we don't have any hope anymore?  That we haven't had hope for years now?,John,anger
41,37,Yes.  Yes. With all his might.,John,excited
21,15,"He's dreaming about him again, walking the streets.",Mary,anger
95,16,"It's not fair but I mean that's, you know, the course of life is that, you know, you meet people and you lose them.",Michael,sadness
49,48,"Yes, it's intimate.",Patricia,happiness
92,63,Greens and blues and maybe a little light yellow?,Michael,neutral
98,75,"The business, the business doesn't inspire me.",Michael,anger
97,45,"You know what.  I- You know what? You know what? No, it's fine. it's fine it's fine You know what?",Michael,frustration
21,86,"Well, I can see that.",Mary,anger
66,65,"I'll find out. But then after it's all over we'll thrash it out with dad, right?",Robert,neutral
86,42,Augie.,Jennifer,frustration
60,25,"Yeah, I said yes, but I, yeah, I mean,",Jennifer,excited
65,14,"Well, I know sir, and we all are busy.",Jennifer,neutral
46,27,Seems like the only option at this point because obviously the outer world has just rejected me of all possible employment.,John,frustration
19,46,MMhmm.,Mary,neutral
13,9,I did not.  You worked that whole thing up in your jealous imagination.,Mary,neutral
25,55,Do you want to take off our shoes?,James,neutral
40,66,Well.  This isn't anything like I thought anything would be like.,Patricia,sadness
74,20,"I don't want to go but,-",Robert,frustration
51,48,You're a considerate fellow.  There's nothing wrong with that.,Patricia,neutral
35,39,"And, like, there's there's shuttles or something that I can get to the hotel.",John,neutral
38,48,"Well, I lost them.",John,sadness
96,86,"Eh, we can work that part out.",Linda,excited
90,12,I've got a life too ma'am,Michael,anger
15,31,We're going to be okay.,James,sadness
59,31,Oh,Robert,frustration
47,27,So we'll- what we'll do,Patricia,neutral
64,58,"No, I'll sleep in your bed. Cuddle up.",Robert,excited
17,36,"Like this, right now we're trying have a conversation.",Mary,neutral
48,40,Ah.,John,sadness
68,12,What?,Robert,neutral
15,7,How...,Mary,frustration
93,54,I'll get it.  I just need a job.  I don't care what it is.,Linda,frustration
61,11,You could. You could. We just--,Robert,neutral
81,1,"Hello?  God finally somebody, look, this is ridiculous.  I've been waiting online for like a half an hour now.",Jennifer,frustration
45,1,What? What? You look really happy what's going on?,Patricia,excited
32,35,but Unfortunately sometimes is--,John,neutral
8,32,"What have I got to hide?  What the hell is the matter with you, Kate?",James,anger
25,74,This isn't anything like I thought anything would be.,Mary,sadness
70,89,It's not champagne.,Robert,happiness
59,72,"I didn't expect this to happen. I never planned for this. Some things you just don't plan for, you know.",Jennifer,sadness
57,13,"It gave him a lot of pleasure, it didn't hurt me any.",Patricia,neutral
51,73,The business?  The business doesn't inspire me.,John,anger
30,33,"So, yeah, I mean, it'll be good.  We wanna like, uh, I think we're gonna have it in spring time, like early Spring--So it's no too hot yet.  And um--",Patricia,happiness
23,50,Well I lost them.,James,sadness
7,42,"From your father's point of view, he is not dead and- Chris he still thinks he's still alive.  The girl is Larry's girl.",Mary,frustration
3,28,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,James,neutral
12,65,"The manager came in, he found us rolling about the floor, biting and scratching like panthers. [LAUGHTER]  How utterly, utterly ridiculous.",Mary,happiness
24,7,"Gosh, this is great, isn't it?  This is awesome.  Oh, no you know what I forgot?",James,excited
62,11,Okay. All I know is that I am supposed to have my language here right now. Right now. And it's not there. And you're supposed to help me because you work at the airport. So give me my luggage or tell me where the hell it is.,Jennifer,frustration
98,47,"From father's point of view, he's not dead and you have no right to take his girl.",Linda,anger
87,76,"Augie, whatever I'm doing I'd rather be doing with you.",Jennifer,sadness
72,28,You needn't be so grand just because you don't happen to want some yourself at the moment.,Robert,anger
44,8,"It's- It's dangerous anywhere, honey. I mean this is -this- I'm just going to go and we'll get it over with,",John,frustration
99,34,Alright.  Alright.  Calm yourself.,Michael,frustration
16,0,The craziest thing just happened to me.,James,excited
94,44,"Ma'am, I own Northwest Airlines.",Michael,frustration
11,2,"Well, so, what do you think?",James,excited
42,67,There are people downstairs I suppose?,John,frustration
4,39,I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.,Mary,anger
55,36,"and I remember thinking that this is it you know. At last, at last I am as happy as I am supposed to be",Patricia,sadness
31,30,"I guess the money shouldn't matter to me, but--Somehow it does.  You know? It's not like I do it for the money, but",Patricia,frustration
9,26,"Chris, I've been ready a long, long, time.",Mary,neutral
79,44,Working for corporate America?  Wow.,Robert,sadness
75,23,"Ah...Anyways, so she took the ring and she goes, is this real?  So I was like, of course--",Robert,excited
21,28,"For God's sake, three years?  Nobody comes back after three years. It's insane.",James,frustration
56,58,The manager came in and found us rolling around on the floor biting and scratching like panthers.,Patricia,happiness
68,75,And I guess that included you.,Robert,sadness
83,90,Alright but you don't talk like that you hear?  You don't.,Jennifer,frustration
7,74,The business?  The business doesn't inspire me.,James,frustration
38,54,"They didn't die, they killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.",John,sadness
24,34,There is no point.,Mary,frustration
32,0,"Hi, um, excuse me, I believe that the airline lost my baggage.",Patricia,neutral
13,17,Oh dear.  I'm bored with this conversation.,Mary,frustration
74,12,For--,Robert,sadness
57,22,"No particular reason. Anyhow, they are very small ones.",John,neutral
81,39,don't you-,Robert,neutral
61,24,"I don't know, I just [BREATHING] I get frustrated",Jennifer,frustration
96,13,I know. [LAUGHTER],Linda,excited
45,32,"Yea, that way she was guaranteed that she could not say no.",John,happiness
50,5,"Right. No, yes I know. It is-It is a little frustrating.",John,neutral
14,47,"Maybe you never been to the D.M.V. before, maybe you should get back in line.  You know what?  sit in line again and if you get my number ask for different one.",Mary,anger
39,60,It's like single mindedness with no mind.  It's urgency that's pure urge.  They don't know what drives them.  They don't ask it a question or give it a name.,John,excited
15,25,"Hey listen, it's going to be okay though, all right?",James,sadness
90,17,"What I need you to do is go to the back of the line,",Michael,frustration
93,61,I don't know it's like I'm trying to be-,Michael,neutral
47,35,I'm sorry there is no guarantee on baggage.,Patricia,neutral
82,42,"Alright. Well-  I guess - I guess that's okay but,",Jennifer,neutral
89,63,"Oh, what an interesting topic.  What about a child of four and a child of six?  A child of nine?",Robert,anger
9,8,Well.,James,neutral
41,29,"Certainly, you must.  We're figures of fun, alright.",John,neutral
31,7,"No, come on.  Don't [GARBAGE]",John,neutral
75,13,"oh, I don't remember.  Everybody Says I Love You with Drew Barrymore...no you haven't seen it?  Okay.",Jennifer,excited
10,33,Right.,James,neutral
21,8,Did you talk to him?,Mary,sadness
11,31,"For God's sake, this is not about fish.",Mary,anger
34,70,I know. I know. So fun.  I can't wait.,Patricia,excited
4,1,Hi.  Thanks for waiting.,James,neutral
99,4,Nobody comes seven hundred miles just to see.,Linda,frustration
16,35,I don't know get it in cash.,Mary,neutral
43,46,This is ridiculous.,John,frustration
86,52,You didn't see them the first time either.,Jennifer,frustration
63,36,Kelly. Kelly Uveny.,Jennifer,sadness
95,9,"you know, it's inevitable  and I mean honestly it's- it's almost like",Michael,sadness
62,25,"I think that's kind of stupid, that you put a hundred thousands of dollars in the bag.",Robert,neutral
18,42,Where is it?  Where did it go?,James,frustration
44,33,I'll miss you too.,Patricia,sadness
98,68,"I've given it three years of thought.  I hoped that if I waited, dad would forget about Larry",Michael,anger
97,51,"No, Cindy just don't even-look don't even.  Cuz I- look Cindy I know you don't care about me, okay.  I know that I'm just like another person who calls-",Michael,frustration
66,51,"Well, from your father's point of view she is. I mean, he's still alive. You've got no right to take her.",Jennifer,frustration
60,8,yeah [LAUGHTER],Robert,excited
65,21,"Oh, my God.",Robert,anger
86,2,You know actually I wanted to go a little further up the coast and get away from all the lights and people but I was afraid you'd miss it.  How are you doing?,Robert,excited
46,1,So how you feeling?,Patricia,neutral
85,42,We're going to live now.  I'm going to make you so happy.,Robert,happiness
18,6,Georgia?,Mary,neutral
67,25,Calm yourself.,Robert,frustration
87,69,This is just this.  You know?  I mean it's a lot and everything but it isn't somewhere else.  Do you know what I'm trying to say?,Jennifer,sadness
11,91,[BREATHING],James,happiness
78,46,"Well we have some people back there that need some firing so, but I would just really appreciate--",Jennifer,neutral
36,12,What was he doing out here at that hour?,Patricia,sadness
79,40,Why is that?,Robert,sadness
26,33,"You mustn't be so serious, darling, it just what they want.",James,happiness
2,29,Is that your phone?,James,happiness
28,43,"Who--you always use your driver's license.  I mean, you're not coming to the D.M.V. if you're not over sixteen and that's when you get your driver's license so you're never gonna need it anyway.",Patricia,anger
55,28,For heavens sake this isn't about fish.,Patricia,frustration
42,75,Turn it off.,John,anger
24,66,They just all turned at once and they just form this line as long as the California coast.  And they just started swimming...,James,excited
83,28,Larry's been gone for three years.  For god sakes no one comes back after three years.  It's insane.,Robert,frustration
61,18,"Oh my God, Anna, you're still young. Don't even think about that.",Robert,neutral
68,27,"Well, I guess that's why I came.",Jennifer,happiness
50,39,I did buy one thing on ebay I don't know that might-,Patricia,neutral
91,47,"I don't know how else to leave it.  What, do you want me to lie to you?",Michael,sadness
57,86,"Yes, I am. Let go of me you're cruel fiend and I hate and loathe you. Thank God I realized who you really are before I would ever, ever marry you again. I would never marry you again. I'd rather die in torment.",Patricia,anger
90,29,I'm not starting over again.  No I have done this five times.  I am not starting over again.,Linda,anger
70,12,"Okay, then what's bugging you?",Robert,frustration
47,7,Okay. So what-what do I have to get you know,John,neutral
30,26,"It is good.  It's totally good.  I mean, it like oh, you know.",Patricia,excited
35,3,"All right, sir.",Patricia,neutral
73,54,I did finish one.  Take it.,Robert,anger
24,14,"Oh, well, yeah of course.",James,neutral
3,37,"I know.  Okay.  Well, um. Maybe--",James,neutral
76,23,"I don't want to do engineering though.  It's so...I had the internship what, last summer,",Robert,frustration
13,26,Oh.  Don't be so grand.  Just because you don't happen to want one at the moment.,James,frustration
40,52,What?  What?  You want a divorce?,John,frustration
1,32,"We've got friends, that's why we moved here, huh?  Because there is a day care down the street.",Mary,sadness
52,4,Nobody comes seven hundred miles just to see.,Patricia,anger
53,55,"I got this idea watching 'em go down.  Everything was being destroyed, see, but it seemed that one new thing was made.  A sort of responsibility.  Man for man. You know what I mean?",John,sadness
28,20,"But, isn't there anything you can do.  Can't you make an exception this one time?  My picture is on both of those identifications.  It's not like you don't know that it's me.",Patricia,frustration
54,19,"You cold, you want my jacket? We should've - we should've brought our blanket, our blanket, how could we forget to bring the blanket?",John,excited
9,56,How many?,Mary,neutral
